Model,MDO3024
Firmware Version,1.10

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4,,
Horizontal Delay,0,,
Sample Interval,0.0004,,
Record Length,100000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.5,0.5
Vertical Position,0.96,-1,-1.96
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
8.197200e+00,2.04,-0.08,0.12
8.197600e+00,2,-0.08,0.12
8.198000e+00,2.04,-0.08,0.12
8.198400e+00,2.04,-0.08,0.1
8.198800e+00,1.96,-0.08,0.08
8.199200e+00,2.04,-0.06,0.12
8.199600e+00,2,-0.06,0.12
8.200000e+00,1.96,-0.04,0.12
8.200400e+00,2.04,-0.04,0.1
8.200800e+00,2,-0.08,0.12
8.201200e+00,2.04,-0.06,0.1
8.201600e+00,2,-0.06,0.1
8.202000e+00,2,-0.06,0.1
8.202400e+00,2,-0.08,0.1
8.202800e+00,2,-0.08,0.1
8.203200e+00,2,-0.08,0.1
8.203600e+00,2,-0.08,0.1
8.204000e+00,2,-0.06,0.12
8.204400e+00,1.96,-0.06,0.1
8.204800e+00,2,-0.06,0.1
8.205200e+00,1.96,-0.06,0.1
8.205600e+00,2.04,-0.08,0.1
8.206000e+00,2,-0.06,0.12
8.206400e+00,2.04,-0.06,0.12
8.206800e+00,1.96,-0.08,0.12
8.207200e+00,2.04,-0.06,0.1
8.207600e+00,2.04,-0.08,0.12
8.208000e+00,1.96,-0.06,0.1
8.208400e+00,2,-0.08,0.12
8.208800e+00,1.96,-0.06,0.1
8.209200e+00,2,-0.04,0.1
8.209600e+00,1.96,-0.1,0.12
8.210000e+00,1.96,-0.08,0.1
8.210400e+00,2.04,-0.06,0.1
8.210800e+00,2,-0.08,0.1
8.211200e+00,2,-0.06,0.12
8.211600e+00,2,-0.08,0.1
8.212000e+00,2.04,-0.08,0.1
8.212400e+00,2,-0.06,0.12
8.212800e+00,2,-0.08,0.1
8.213200e+00,2,-0.06,0.1
8.213600e+00,2,-0.08,0.12
8.214000e+00,1.96,-0.08,0.12
8.214400e+00,1.96,-0.08,0.1
8.214800e+00,1.96,-0.08,0.12
8.215200e+00,2.04,-0.08,0.1
8.215600e+00,2.04,-0.06,0.12
8.216000e+00,1.96,-0.08,0.12
8.216400e+00,2.04,-0.08,0.12
8.216800e+00,2,-0.1,0.1
8.217200e+00,1.96,-0.08,0.1
8.217600e+00,2,-0.08,0.1
8.218000e+00,1.96,-0.08,0.12
8.218400e+00,2,-0.08,0.12
8.218800e+00,2,-0.08,0.12
8.219200e+00,2,-0.08,0.12
8.219600e+00,2,-0.1,0.1
8.220000e+00,1.96,-0.08,0.12
8.220400e+00,2.04,-0.08,0.1
8.220800e+00,2,-0.08,0.12
8.221200e+00,2.04,-0.04,0.1
8.221600e+00,2.04,-0.06,0.12
8.222000e+00,2,-0.08,0.1
8.222400e+00,2,-0.08,0.12
8.222800e+00,2,-0.06,0.1
8.223200e+00,2,-0.08,0.12
8.223600e+00,2,-0.08,0.12
8.224000e+00,2,-0.06,0.1
8.224400e+00,2.04,-0.08,0.12
8.224800e+00,1.96,-0.08,0.12
8.225200e+00,2.04,-0.08,0.1
8.225600e+00,2,-0.04,0.1
8.226000e+00,2,-0.1,0.12
8.226400e+00,1.96,-0.04,0.12
8.226800e+00,2,-0.06,0.12
8.227200e+00,2,-0.08,0.12
8.227600e+00,2,-0.06,0.12
8.228000e+00,2,-0.08,0.12
8.228400e+00,1.96,-0.08,0.1
8.228800e+00,2,-0.06,0.12
8.229200e+00,2.04,-0.06,0.1
8.229600e+00,2,-0.08,0.12
8.230000e+00,2,-0.04,0.14
8.230400e+00,2,-0.06,0.12
8.230800e+00,2.04,-0.06,0.12
8.231200e+00,1.96,-0.06,0.1
8.231600e+00,2,-0.08,0.12
8.232000e+00,2,-0.08,0.12
8.232400e+00,2,-0.08,0.12
8.232800e+00,2,-0.04,0.12
8.233200e+00,2,-0.08,0.12
8.233600e+00,2.04,-0.08,0.1
8.234000e+00,2.04,-0.06,0.12
8.234400e+00,2,-0.06,0.12
8.234800e+00,2,-0.06,0.1
8.235200e+00,2.04,-0.08,0.12
8.235600e+00,1.96,-0.08,0.12
8.236000e+00,2,-0.08,0.1
8.236400e+00,1.96,-0.08,0.12
8.236800e+00,2,-0.06,0.1
8.237200e+00,2,-0.06,0.1
8.237600e+00,1.96,-0.06,0.1
8.238000e+00,2.04,-0.06,0.1
8.238400e+00,2,-0.08,0.1
8.238800e+00,2,-0.06,0.1
8.239200e+00,2,-0.06,0.12
8.239600e+00,2,-0.06,0.12
8.240000e+00,1.96,-0.08,0.08
8.240400e+00,1.96,-0.04,0.1
8.240800e+00,2,-0.08,0.1
8.241200e+00,2,-0.06,0.1
8.241600e+00,2,-0.08,0.1
8.242000e+00,1.96,-0.08,0.1
8.242400e+00,2.04,-0.08,0.1
8.242800e+00,2.04,-0.06,0.12
8.243200e+00,2,-0.08,0.12
8.243600e+00,1.96,-0.06,0.12
8.244000e+00,2,-0.08,0.12
8.244400e+00,2,-0.08,0.1
8.244800e+00,2.04,-0.08,0.1
8.245200e+00,2.04,-0.06,0.1
8.245600e+00,2,-0.06,0.12
8.246000e+00,2.04,-0.08,0.1
8.246400e+00,2,-0.06,0.14
8.246800e+00,2,-0.08,0.1
8.247200e+00,2,-0.08,0.12
8.247600e+00,2.04,-0.06,0.12
8.248000e+00,1.96,-0.08,0.12
8.248400e+00,1.96,-0.06,0.1
8.248800e+00,1.96,-0.1,0.12
8.249200e+00,2,-0.06,0.1
8.249600e+00,2,-0.06,0.1
8.250000e+00,2,-0.08,0.12
8.250400e+00,2,-0.06,0.12
8.250800e+00,2,-0.06,0.1
8.251200e+00,2,-0.08,0.1
8.251600e+00,2.04,-0.08,0.12
8.252000e+00,2.04,-0.06,0.1
8.252400e+00,2,-0.08,0.12
8.252800e+00,2,-0.06,0.1
8.253200e+00,1.96,-0.08,0.12
8.253600e+00,2.04,-0.04,0.1
8.254000e+00,2,-0.08,0.12
8.254400e+00,1.96,-0.06,0.12
8.254800e+00,2.04,-0.06,0.12
8.255200e+00,2,-0.08,0.1
8.255600e+00,1.96,-0.08,0.12
8.256000e+00,2,-0.08,0.1
8.256400e+00,2,-0.08,0.1
8.256800e+00,1.96,-0.08,0.12
8.257200e+00,2,-0.08,0.14
8.257600e+00,2,-0.06,0.1
8.258000e+00,1.96,-0.08,0.1
8.258400e+00,2,-0.04,0.1
8.258800e+00,1.96,-0.08,0.1
8.259200e+00,1.96,-0.06,0.12
8.259600e+00,2,-0.04,0.12
8.260000e+00,2,-0.1,0.12
8.260400e+00,2,-0.08,0.12
8.260800e+00,1.96,-0.06,0.12
8.261200e+00,2,-0.06,0.1
8.261600e+00,1.96,-0.06,0.1
8.262000e+00,2,-0.06,0.1
8.262400e+00,2,-0.08,0.12
8.262800e+00,2.04,-0.04,0.12
8.263200e+00,2.04,-0.08,0.1
8.263600e+00,1.96,-0.08,0.1
8.264000e+00,1.96,-0.06,0.12
8.264400e+00,2.04,-0.08,0.12
8.264800e+00,2,-0.06,0.12
8.265200e+00,1.96,-0.08,0.12
8.265600e+00,2,-0.04,0.1
8.266000e+00,2,-0.06,0.14
8.266400e+00,2,-0.08,0.1
8.266800e+00,2,-0.06,0.12
8.267200e+00,2,-0.08,0.14
8.267600e+00,1.96,-0.06,0.12
8.268000e+00,1.96,-0.06,0.12
8.268400e+00,2,-0.1,0.1
8.268800e+00,2.04,-0.08,0.12
8.269200e+00,1.96,-0.1,0.1
8.269600e+00,1.96,-0.08,0.1
8.270000e+00,2,-0.08,0.12
8.270400e+00,2,-0.06,0.12
8.270800e+00,2.04,-0.06,0.1
8.271200e+00,2.04,-0.06,0.1
8.271600e+00,2,-0.08,0.12
8.272000e+00,2.04,-0.08,0.12
8.272400e+00,2.04,-0.06,0.08
8.272800e+00,2,-0.04,0.1
8.273200e+00,2,-0.08,0.12
8.273600e+00,1.96,-0.08,0.1
8.274000e+00,2,-0.06,0.12
8.274400e+00,2.04,-0.06,0.12
8.274800e+00,2,-0.06,0.1
8.275200e+00,2,-0.08,0.14
8.275600e+00,2,-0.06,0.12
8.276000e+00,2,-0.06,0.1
8.276400e+00,1.96,-0.08,0.1
8.276800e+00,2.04,-0.06,0.1
8.277200e+00,2.04,-0.06,0.12
8.277600e+00,2,-0.08,0.12
8.278000e+00,2,-0.08,0.1
8.278400e+00,2,-0.08,0.12
8.278800e+00,2,-0.06,0.1
8.279200e+00,2,-0.06,0.12
8.279600e+00,2,-0.04,0.1
8.280000e+00,2,-0.06,0.1
8.280400e+00,2,-0.06,0.1
8.280800e+00,1.96,-0.08,0.12
8.281200e+00,2,-0.06,0.12
8.281600e+00,2,-0.06,0.12
8.282000e+00,2.04,-0.08,0.12
8.282400e+00,1.96,-0.08,0.12
8.282800e+00,2,-0.08,0.12
8.283200e+00,1.96,-0.08,0.12
8.283600e+00,1.96,-0.08,0.1
8.284000e+00,2.04,-0.08,0.1
8.284400e+00,2,-0.08,0.1
8.284800e+00,1.96,-0.08,0.14
8.285200e+00,2.04,-0.08,0.14
8.285600e+00,2,-0.08,0.14
8.286000e+00,2.04,-0.06,0.12
8.286400e+00,2,-0.06,0.14
8.286800e+00,2,-0.06,0.1
8.287200e+00,2,-0.06,0.1
8.287600e+00,2.04,-0.08,0.1
8.288000e+00,2,-0.06,0.12
8.288400e+00,2,-0.06,0.12
8.288800e+00,2,-0.06,0.12
8.289200e+00,2,-0.06,0.1
8.289600e+00,2,-0.06,0.1
8.290000e+00,1.96,-0.06,0.12
8.290400e+00,2,-0.08,0.1
8.290800e+00,2,-0.08,0.14
8.291200e+00,2.04,-0.08,0.12
8.291600e+00,2.04,-0.06,0.12
8.292000e+00,2,-0.06,0.1
8.292400e+00,2,-0.08,0.12
8.292800e+00,2.04,-0.06,0.1
8.293200e+00,2,-0.08,0.1
8.293600e+00,2,-0.06,0.1
8.294000e+00,2.04,-0.08,0.14
8.294400e+00,2,-0.08,0.12
8.294800e+00,2,-0.1,0.12
8.295200e+00,2,-0.06,0.1
8.295600e+00,1.96,-0.06,0.1
8.296000e+00,2.04,-0.08,0.12
8.296400e+00,2.04,-0.08,0.1
8.296800e+00,2.04,-0.06,0.12
8.297200e+00,1.96,-0.08,0.1
8.297600e+00,2.04,-0.06,0.12
8.298000e+00,2,-0.08,0.12
8.298400e+00,1.96,-0.06,0.12
8.298800e+00,1.96,-0.06,0.12
8.299200e+00,1.96,-0.06,0.12
8.299600e+00,2.04,-0.06,0.12
8.300000e+00,2,-0.06,0.12
8.300400e+00,2.04,-0.08,0.14
8.300800e+00,2,-0.06,0.12
8.301200e+00,1.96,-0.06,0.1
8.301600e+00,2.04,-0.08,0.12
8.302000e+00,1.96,-0.08,0.12
8.302400e+00,2,-0.06,0.1
8.302800e+00,2,-0.06,0.12
8.303200e+00,2,-0.08,0.1
8.303600e+00,2,-0.08,0.1
8.304000e+00,2,-0.08,0.12
8.304400e+00,1.96,-0.04,0.08
8.304800e+00,2,-0.06,0.1
8.305200e+00,2,-0.04,0.12
8.305600e+00,2,-0.06,0.1
8.306000e+00,2,-0.04,0.12
8.306400e+00,2,-0.04,0.12
8.306800e+00,1.96,-0.04,0.1
8.307200e+00,2.04,-0.08,0.12
8.307600e+00,1.96,-0.06,0.12
8.308000e+00,2,-0.1,0.12
8.308400e+00,2,-0.08,0.1
8.308800e+00,2.04,-0.06,0.12
8.309200e+00,2.04,-0.08,0.12
8.309600e+00,2,-0.08,0.1
8.310000e+00,1.96,-0.06,0.12
8.310400e+00,2,-0.08,0.12
8.310800e+00,1.96,-0.06,0.12
8.311200e+00,2.04,-0.08,0.1
8.311600e+00,2,-0.08,0.12
8.312000e+00,1.96,-0.06,0.12
8.312400e+00,2,-0.06,0.12
8.312800e+00,2,-0.04,0.12
8.313200e+00,2,-0.08,0.1
8.313600e+00,2.04,-0.08,0.1
8.314000e+00,2.04,-0.08,0.1
8.314400e+00,2,-0.06,0.12
8.314800e+00,2,-0.08,0.12
8.315200e+00,1.96,-0.06,0.12
8.315600e+00,2,-0.08,0.14
8.316000e+00,2,-0.06,0.1
8.316400e+00,2,-0.04,0.12
8.316800e+00,1.96,-0.08,0.08
8.317200e+00,2,-0.08,0.12
8.317600e+00,2,-0.06,0.1
8.318000e+00,2,-0.06,0.1
8.318400e+00,2,-0.1,0.12
8.318800e+00,2,-0.08,0.14
8.319200e+00,2,-0.06,0.12
8.319600e+00,1.92,-0.08,0.12
8.320000e+00,2,-0.08,0.1
8.320400e+00,2,-0.06,0.1
8.320800e+00,2.04,-0.08,0.12
8.321200e+00,2,-0.06,0.12
8.321600e+00,2,-0.08,0.12
8.322000e+00,2.04,-0.06,0.12
8.322400e+00,2,-0.06,0.1
8.322800e+00,2,-0.06,0.1
8.323200e+00,2,-0.04,0.12
8.323600e+00,1.96,-0.08,0.1
8.324000e+00,1.96,-0.08,0.12
8.324400e+00,2,-0.06,0.1
8.324800e+00,2,-0.06,0.1
8.325200e+00,2,-0.08,0.12
8.325600e+00,2.04,-0.06,0.12
8.326000e+00,1.96,-0.08,0.1
8.326400e+00,1.96,-0.06,0.12
8.326800e+00,2,-0.08,0.1
8.327200e+00,1.96,-0.08,0.12
8.327600e+00,1.96,-0.08,0.08
8.328000e+00,2,-0.08,0.1
8.328400e+00,2,-0.06,0.12
8.328800e+00,2,-0.06,0.1
8.329200e+00,1.96,-0.04,0.1
8.329600e+00,1.96,-0.04,0.1
8.330000e+00,2,-0.08,0.1
8.330400e+00,1.96,-0.06,0.14
8.330800e+00,2,-0.08,0.08
8.331200e+00,1.96,-0.08,0.1
8.331600e+00,2,-0.08,0.1
8.332000e+00,2.04,-0.06,0.08
8.332400e+00,2,-0.06,0.12
8.332800e+00,2.04,-0.06,0.14
8.333200e+00,2,-0.06,0.1
8.333600e+00,1.96,-0.06,0.14
8.334000e+00,2,-0.06,0.12
8.334400e+00,2,-0.06,0.14
8.334800e+00,2,-0.1,0.12
8.335200e+00,1.96,-0.06,0.1
8.335600e+00,2,-0.08,0.1
8.336000e+00,1.96,-0.06,0.12
8.336400e+00,2,-0.06,0.1
8.336800e+00,2,-0.06,0.08
8.337200e+00,2,-0.1,0.12
8.337600e+00,1.96,-0.06,0.12
8.338000e+00,2,-0.06,0.12
8.338400e+00,2,-0.08,0.12
8.338800e+00,2,-0.06,0.1
8.339200e+00,2,-0.06,0.1
8.339600e+00,2,-0.08,0.12
8.340000e+00,2.04,-0.08,0.1
8.340400e+00,2,-0.06,0.08
8.340800e+00,2,-0.08,0.1
8.341200e+00,1.96,-0.06,0.12
8.341600e+00,2,-0.06,0.1
8.342000e+00,1.96,-0.08,0.1
8.342400e+00,2.04,-0.08,0.12
8.342800e+00,2,-0.06,0.1
8.343200e+00,2.04,-0.06,0.12
8.343600e+00,2,-0.06,0.08
8.344000e+00,1.96,-0.06,0.14
8.344400e+00,2,-0.06,0.12
8.344800e+00,2,-0.08,0.12
8.345200e+00,2.04,-0.06,0.12
8.345600e+00,1.96,-0.08,0.1
8.346000e+00,2,-0.06,0.1
8.346400e+00,2.04,-0.08,0.1
8.346800e+00,1.96,-0.06,0.12
8.347200e+00,2,-0.08,0.12
8.347600e+00,2.04,-0.08,0.1
8.348000e+00,2,-0.06,0.12
8.348400e+00,1.96,-0.08,0.12
8.348800e+00,2.04,-0.06,0.1
8.349200e+00,2,-0.08,0.1
8.349600e+00,2,-0.08,0.1
8.350000e+00,2,-0.08,0.12
8.350400e+00,2,-0.06,0.1
8.350800e+00,2,-0.08,0.1
8.351200e+00,2,-0.06,0.12
8.351600e+00,2,-0.08,0.08
8.352000e+00,2,-0.08,0.12
8.352400e+00,2,-0.06,0.1
8.352800e+00,1.96,-0.04,0.12
8.353200e+00,2,-0.06,0.12
8.353600e+00,2,-0.1,0.1
8.354000e+00,2,-0.06,0.1
8.354400e+00,2,-0.06,0.12
8.354800e+00,2.04,-0.08,0.12
8.355200e+00,2,-0.08,0.12
8.355600e+00,1.96,-0.06,0.12
8.356000e+00,2,-0.06,0.1
8.356400e+00,1.96,-0.08,0.12
8.356800e+00,2,-0.06,0.14
8.357200e+00,1.96,-0.06,0.1
8.357600e+00,2,-0.08,0.1
8.358000e+00,1.96,-0.04,0.12
8.358400e+00,2,-0.04,0.1
8.358800e+00,2,-0.08,0.1
8.359200e+00,2.04,-0.06,0.1
8.359600e+00,2.04,-0.08,0.08
8.360000e+00,1.96,-0.08,0.14
8.360400e+00,2,-0.08,0.12
8.360800e+00,2,-0.06,0.1
8.361200e+00,2.04,-0.06,0.1
8.361600e+00,2,-0.08,0.1
8.362000e+00,2,-0.06,0.1
8.362400e+00,1.96,-0.04,0.1
8.362800e+00,1.96,-0.06,0.14
8.363200e+00,1.92,-0.06,0.1
8.363600e+00,2,-0.08,0.1
8.364000e+00,2,-0.08,0.12
8.364400e+00,2,-0.08,0.12
8.364800e+00,2,-0.1,0.1
8.365200e+00,2,-0.08,0.14
8.365600e+00,2,-0.08,0.12
8.366000e+00,2.04,-0.08,0.1
8.366400e+00,2,-0.06,0.12
8.366800e+00,2,-0.06,0.12
8.367200e+00,2,-0.08,0.12
8.367600e+00,2,-0.08,0.1
8.368000e+00,2,-0.04,0.1
8.368400e+00,1.96,-0.04,0.12
8.368800e+00,2,-0.08,0.12
8.369200e+00,2,-0.04,0.12
8.369600e+00,2,-0.06,0.12
8.370000e+00,1.96,-0.08,0.12
8.370400e+00,1.96,-0.06,0.1
8.370800e+00,2,-0.06,0.1
8.371200e+00,1.96,-0.06,0.12
8.371600e+00,2.04,-0.08,0.1
8.372000e+00,2,-0.08,0.12
8.372400e+00,2,-0.08,0.1
8.372800e+00,1.96,-0.06,0.1
8.373200e+00,2,-0.06,0.12
8.373600e+00,1.96,-0.08,0.1
8.374000e+00,1.96,-0.06,0.12
8.374400e+00,2,-0.08,0.1
8.374800e+00,2.04,-0.06,0.1
8.375200e+00,2.04,-0.06,0.12
8.375600e+00,2,-0.08,0.12
8.376000e+00,2,-0.08,0.1
8.376400e+00,2,-0.06,0.1
8.376800e+00,2.04,-0.04,0.12
8.377200e+00,1.96,-0.1,0.1
8.377600e+00,2.04,-0.06,0.1
8.378000e+00,2,-0.06,0.12
8.378400e+00,1.96,-0.08,0.12
8.378800e+00,2.04,-0.02,0.12
8.379200e+00,2,-0.04,0.1
8.379600e+00,1.96,-0.08,0.1
8.380000e+00,2.04,-0.08,0.1
8.380400e+00,2.04,-0.06,0.12
8.380800e+00,1.96,-0.06,0.12
8.381200e+00,1.96,-0.06,0.12
8.381600e+00,1.96,-0.06,0.12
8.382000e+00,2.04,-0.08,0.1
8.382400e+00,2,-0.06,0.12
8.382800e+00,1.96,-0.06,0.1
8.383200e+00,2,-0.06,0.1
8.383600e+00,1.96,-0.06,0.12
8.384000e+00,1.96,-0.06,0.1
8.384400e+00,1.96,-0.08,0.1
8.384800e+00,1.96,-0.08,0.12
8.385200e+00,2,-0.06,0.12
8.385600e+00,1.96,-0.08,0.12
8.386000e+00,2,-0.06,0.1
8.386400e+00,2.04,-0.08,0.1
8.386800e+00,2,-0.08,0.14
8.387200e+00,2,-0.08,0.12
8.387600e+00,1.96,-0.08,0.1
8.388000e+00,2,-0.08,0.1
8.388400e+00,2.04,-0.08,0.12
8.388800e+00,2,-0.06,0.1
8.389200e+00,2.04,-0.08,0.12
8.389600e+00,1.96,-0.08,0.12
8.390000e+00,2,-0.08,0.1
8.390400e+00,2,-0.08,0.12
8.390800e+00,2,-0.04,0.12
8.391200e+00,2,-0.08,0.12
8.391600e+00,2,-0.08,0.12
8.392000e+00,2,-0.08,0.1
8.392400e+00,1.96,-0.06,0.1
8.392800e+00,1.96,-0.06,0.12
8.393200e+00,2,-0.08,0.08
8.393600e+00,2,-0.08,0.12
8.394000e+00,1.96,-0.1,0.12
8.394400e+00,2,-0.06,0.1
8.394800e+00,1.96,-0.08,0.12
8.395200e+00,2,-0.08,0.1
8.395600e+00,1.96,-0.06,0.1
8.396000e+00,2.04,-0.08,0.08
8.396400e+00,2,-0.1,0.1
8.396800e+00,2,-0.08,0.1
8.397200e+00,2,-0.08,0.1
8.397600e+00,1.96,-0.08,0.12
8.398000e+00,2,-0.08,0.08
8.398400e+00,2,-0.08,0.12
8.398800e+00,2,-0.06,0.1
8.399200e+00,1.96,-0.06,0.14
8.399600e+00,2,-0.06,0.12
8.400000e+00,1.96,-0.06,0.1
8.400400e+00,2,-0.06,0.1
8.400800e+00,2,-0.08,0.12
8.401200e+00,1.96,-0.08,0.1
8.401600e+00,2,-0.04,0.14
8.402000e+00,2.04,-0.08,0.12
8.402400e+00,1.96,-0.08,0.1
8.402800e+00,2,-0.1,0.12
8.403200e+00,2.04,-0.08,0.12
8.403600e+00,1.96,-0.08,0.12
8.404000e+00,1.96,-0.06,0.1
8.404400e+00,2.04,-0.08,0.08
8.404800e+00,2,-0.08,0.1
8.405200e+00,2.04,-0.06,0.1
8.405600e+00,2,-0.06,0.1
8.406000e+00,2,-0.1,0.12
8.406400e+00,2.04,-0.06,0.12
8.406800e+00,2,-0.06,0.1
8.407200e+00,1.96,-0.08,0.1
8.407600e+00,1.96,-0.08,0.12
8.408000e+00,2,-0.08,0.08
8.408400e+00,2,-0.1,0.1
8.408800e+00,2,-0.08,0.1
8.409200e+00,2,-0.04,0.1
8.409600e+00,1.96,-0.06,0.12
8.410000e+00,2.04,-0.08,0.12
8.410400e+00,1.96,-0.08,0.08
8.410800e+00,2,-0.06,0.12
8.411200e+00,2,-0.06,0.1
8.411600e+00,2,-0.08,0.12
8.412000e+00,2,-0.08,0.1
8.412400e+00,2,-0.06,0.12
8.412800e+00,2,-0.04,0.1
8.413200e+00,1.96,-0.08,0.12
8.413600e+00,2,-0.08,0.12
8.414000e+00,2.04,-0.06,0.12
8.414400e+00,2,-0.04,0.1
8.414800e+00,2,-0.08,0.12
8.415200e+00,2,-0.08,0.1
8.415600e+00,2.04,-0.06,0.1
8.416000e+00,2.04,-0.06,0.12
8.416400e+00,1.96,-0.08,0.14
8.416800e+00,2,-0.08,0.12
8.417200e+00,2,-0.06,0.1
8.417600e+00,2,-0.06,0.1
8.418000e+00,2,-0.06,0.12
8.418400e+00,2.04,-0.06,0.12
8.418800e+00,1.96,-0.08,0.12
8.419200e+00,2.04,-0.08,0.08
8.419600e+00,2,-0.06,0.12
8.420000e+00,2,-0.06,0.12
8.420400e+00,2,-0.06,0.12
8.420800e+00,2,-0.08,0.12
8.421200e+00,1.96,-0.08,0.12
8.421600e+00,2,-0.06,0.12
8.422000e+00,1.96,-0.08,0.12
8.422400e+00,1.96,-0.08,0.14
8.422800e+00,2,-0.08,0.1
8.423200e+00,2,-0.06,0.1
8.423600e+00,2,-0.08,0.1
8.424000e+00,2,-0.06,0.1
8.424400e+00,2.04,-0.08,0.12
8.424800e+00,1.96,-0.08,0.1
8.425200e+00,1.96,-0.06,0.12
8.425600e+00,2.04,-0.08,0.1
8.426000e+00,2,-0.08,0.12
8.426400e+00,2,-0.08,0.12
8.426800e+00,2.08,-0.06,0.12
8.427200e+00,1.96,-0.08,0.12
8.427600e+00,2.04,-0.04,0.1
8.428000e+00,2,-0.04,0.12
8.428400e+00,2,-0.08,0.12
8.428800e+00,1.96,-0.08,0.1
8.429200e+00,2,-0.06,0.12
8.429600e+00,2,-0.06,0.1
8.430000e+00,1.96,-0.08,0.12
8.430400e+00,1.96,-0.06,0.12
8.430800e+00,2,-0.1,0.1
8.431200e+00,2,-0.08,0.12
8.431600e+00,2,-0.1,0.12
8.432000e+00,1.96,-0.06,0.08
8.432400e+00,2,-0.08,0.1
8.432800e+00,2,-0.08,0.12
8.433200e+00,1.96,-0.06,0.12
8.433600e+00,1.96,-0.06,0.12
8.434000e+00,2,-0.06,0.1
8.434400e+00,2,-0.08,0.12
8.434800e+00,2,-0.08,0.12
8.435200e+00,2,-0.06,0.1
8.435600e+00,2,-0.06,0.12
8.436000e+00,1.96,-0.06,0.1
8.436400e+00,2.04,-0.06,0.12
8.436800e+00,2,-0.08,0.1
8.437200e+00,1.96,-0.06,0.1
8.437600e+00,2,-0.08,0.08
8.438000e+00,2,-0.1,0.14
8.438400e+00,1.96,-0.06,0.12
8.438800e+00,1.96,-0.08,0.1
8.439200e+00,2,-0.06,0.1
8.439600e+00,2,-0.08,0.1
8.440000e+00,2,-0.08,0.12
8.440400e+00,1.96,-0.06,0.12
8.440800e+00,2,-0.06,0.12
8.441200e+00,2,-0.08,0.1
8.441600e+00,2,-0.06,0.12
8.442000e+00,2,-0.06,0.12
8.442400e+00,2,-0.06,0.12
8.442800e+00,2.04,-0.06,0.12
8.443200e+00,2.04,-0.08,0.1
8.443600e+00,2.04,-0.06,0.1
8.444000e+00,2,-0.06,0.12
8.444400e+00,2,-0.08,0.12
8.444800e+00,1.96,-0.06,0.1
8.445200e+00,1.96,-0.08,0.12
8.445600e+00,2,-0.06,0.1
8.446000e+00,2,-0.08,0.08
8.446400e+00,2,-0.06,0.12
8.446800e+00,2,-0.08,0.1
8.447200e+00,1.96,-0.08,0.12
8.447600e+00,1.96,-0.06,0.12
8.448000e+00,2,-0.06,0.12
8.448400e+00,2,-0.06,0.08
8.448800e+00,2,-0.08,0.12
8.449200e+00,2,-0.08,0.1
8.449600e+00,2,-0.06,0.1
8.450000e+00,1.96,-0.08,0.12
8.450400e+00,2.04,-0.08,0.1
8.450800e+00,1.96,-0.06,0.1
8.451200e+00,2,-0.08,0.12
8.451600e+00,1.96,-0.08,0.12
8.452000e+00,1.96,-0.06,0.12
8.452400e+00,2,-0.08,0.1
8.452800e+00,1.96,-0.06,0.12
8.453200e+00,2,-0.06,0.12
8.453600e+00,1.96,-0.06,0.1
8.454000e+00,2,-0.04,0.12
8.454400e+00,2,-0.08,0.1
8.454800e+00,2,-0.06,0.1
8.455200e+00,2.04,-0.08,0.1
8.455600e+00,2,-0.06,0.12
8.456000e+00,1.96,-0.06,0.12
8.456400e+00,2,-0.08,0.12
8.456800e+00,2,-0.06,0.12
8.457200e+00,2.04,-0.06,0.12
8.457600e+00,2,-0.06,0.12
8.458000e+00,2.04,-0.08,0.1
8.458400e+00,1.96,-0.1,0.08
8.458800e+00,2,-0.06,0.1
8.459200e+00,2,-0.04,0.12
8.459600e+00,2,-0.08,0.1
8.460000e+00,1.96,-0.08,0.12
8.460400e+00,1.96,-0.1,0.1
8.460800e+00,2,-0.06,0.12
8.461200e+00,2,-0.06,0.1
8.461600e+00,2.04,-0.06,0.1
8.462000e+00,1.96,-0.08,0.12
8.462400e+00,2,-0.08,0.12
8.462800e+00,1.96,-0.06,0.12
8.463200e+00,2,-0.08,0.12
8.463600e+00,2,-0.08,0.08
8.464000e+00,2.04,-0.08,0.1
8.464400e+00,2.04,-0.04,0.12
8.464800e+00,2,-0.06,0.12
8.465200e+00,1.96,-0.08,0.1
8.465600e+00,2,-0.06,0.12
8.466000e+00,2,-0.06,0.12
8.466400e+00,1.96,-0.08,0.12
8.466800e+00,2,-0.04,0.1
8.467200e+00,2.04,-0.08,0.14
8.467600e+00,2,-0.08,0.1
8.468000e+00,2.04,-0.08,0.12
8.468400e+00,1.96,-0.06,0.1
8.468800e+00,1.96,-0.08,0.14
8.469200e+00,2.04,-0.06,0.1
8.469600e+00,1.96,-0.06,0.12
8.470000e+00,1.96,-0.06,0.12
8.470400e+00,2.04,-0.06,0.14
8.470800e+00,2,-0.04,0.1
8.471200e+00,2,-0.06,0.1
8.471600e+00,1.96,-0.08,0.12
8.472000e+00,2,-0.08,0.1
8.472400e+00,1.96,-0.06,0.1
8.472800e+00,2,-0.08,0.1
8.473200e+00,2.04,-0.06,0.14
